"from","to"
"cel00350","CELE_C05D2.4"
"cel00350","CELE_C14F11.1"
"cel00350","CELE_C31H2.4"
"cel00350","CELE_C34G6.2"
"cel00350","CELE_C44E4.3"
"cel00350","CELE_D1053.1"
"cel00350","CELE_D2063.1"
"cel00350","CELE_F42D1.2"
"cel00350","CELE_H13N06.6"
"cel00350","CELE_H24K24.3"
"cel00350","CELE_K01C8.3"
"cel00350","CELE_K10C2.4"
"cel00350","CELE_K12G11.3"
"cel00350","CELE_K12G11.4"
"cel00350","CELE_T01C8.5"
"cel00350","CELE_T21C12.2"
"cel00350","CELE_W06D4.1"
"cel00350","CELE_Y53G8B.1"
"cel00350","CELE_Y56A3A.3"
"cel00350","CELE_Y71F9AL.5"
"cel00350","CELE_ZK688.3"
"cel00360","CELE_C05D2.3"
"cel00360","CELE_C05D2.4"
"cel00360","CELE_C14F11.1"
"cel00360","CELE_C31H2.4"
"cel00360","CELE_C44E4.3"
"cel00360","CELE_F42D1.2"
"cel00360","CELE_K08F8.4"
"cel00360","CELE_T01C8.5"
"cel00360","CELE_T21C12.2"
"cel00360","CELE_Y56A3A.3"
"cel00380","CELE_B0222.9"
"cel00380","CELE_B0272.3"
"cel00380","CELE_C05D2.3"
"cel00380","CELE_C05D2.4"
"cel00380","CELE_C15H9.7"
"cel00380","CELE_C28H8.11"
"cel00380","CELE_C29F3.1"
"cel00380","CELE_C54D1.4"
"cel00380","CELE_D2024.2"
"cel00380","CELE_F01F1.6"
"cel00380","CELE_F01G10.2"
"cel00380","CELE_F01G10.3"
"cel00380","CELE_F28H6.3"
"cel00380","CELE_F42G9.5"
"cel00380","CELE_F54C8.1"
"cel00380","CELE_F54D5.7"
"cel00380","CELE_F54D8.3"
"cel00380","CELE_K04F1.15"
"cel00380","CELE_K06A4.5"
"cel00380","CELE_LLC1.3"
"cel00380","CELE_R03A10.4"
"cel00380","CELE_R07B7.5"
"cel00380","CELE_R09B5.6"
"cel00380","CELE_T02G5.7"
"cel00380","CELE_T02G5.8"
"cel00380","CELE_T05G5.6"
"cel00380","CELE_T05H4.13"
"cel00380","CELE_T08B1.3"
"cel00380","CELE_T08B2.7"
"cel00380","CELE_W02F12.5"
"cel00380","CELE_Y105E8A.4"
"cel00380","CELE_Y54G11A.13"
"cel00380","CELE_Y54G11A.5"
"cel00380","CELE_Y54G11A.6"
"cel00380","CELE_Y69F12A.2"
"cel00380","CELE_Y71D11A.3"
"cel00380","CELE_ZK1058.6"
"cel00380","CELE_ZK1290.2"
"cel00380","CELE_ZK836.2"
"cel00400","CELE_C14F11.1"
"cel00400","CELE_C44E4.3"
"cel00400","CELE_F42D1.2"
"cel00400","CELE_K08F8.4"
"cel00400","CELE_T01C8.5"
"cel00410","CELE_C25F6.3"
"cel00410","CELE_C29F3.1"
"cel00410","CELE_C47E12.8"
"cel00410","CELE_C48B4.1"
"cel00410","CELE_F01F1.6"
"cel00410","CELE_F08A8.1"
"cel00410","CELE_F08A8.2"
"cel00410","CELE_F08A8.3"
"cel00410","CELE_F08A8.4"
"cel00410","CELE_F09F7.4"
"cel00410","CELE_F13D12.4"
"cel00410","CELE_F13H8.7"
"cel00410","CELE_F35G12.1"
"cel00410","CELE_F42G9.5"
"cel00410","CELE_F54D8.3"
"cel00410","CELE_F58F9.7"
"cel00410","CELE_F59F4.1"
"cel00410","CELE_K04D7.3"
"cel00410","CELE_K04F1.15"
"cel00410","CELE_R06C7.3"
"cel00410","CELE_T05G5.6"
"cel00410","CELE_T05H4.13"
"cel00410","CELE_T08B1.3"
"cel00410","CELE_T08B2.7"
"cel00410","CELE_Y105E8A.4"
"cel00410","CELE_Y37D8A.23"
"cel00410","CELE_Y69F12A.2"
"cel00430","CELE_C53D5.5"
"cel00430","CELE_F53F4.5"
"cel00430","CELE_F56F10.3"
"cel00430","CELE_H14N18.4"
"cel00430","CELE_H24K24.5"
"cel00430","CELE_K08C7.2"
"cel00430","CELE_K08C7.5"
"cel00430","CELE_T03D8.6"
"cel00430","CELE_Y37D8A.23"
"cel00430","CELE_Y39A1A.19"
"cel00430","CELE_Y7A9A.1"
"cel00440","CELE_C39D10.3"
"cel00440","CELE_F08C6.2"
"cel00440","CELE_F54D7.2"
"cel00440","CELE_Y37E3.11"
"cel00450","CELE_C06G3.7"
"cel00450","CELE_D1054.13"
"cel00450","CELE_F13H8.9"
"cel00450","CELE_F22B8.6"
"cel00450","CELE_F28H6.3"
"cel00450","CELE_F58B3.5"
"cel00450","CELE_R03A10.4"
"cel00450","CELE_R03D7.1"
"cel00450","CELE_T14G10.1"
"cel00450","CELE_Y105E8A.20"
"cel00450","CELE_Y45F10A.4"
"cel00450","CELE_Y49E10.22"
"cel00450","CELE_ZK1127.10"
"cel00450","CELE_ZK637.10"
"cel00470","CELE_C09F9.3"
"cel00470","CELE_C47A10.5"
"cel00470","CELE_DH11.1"
"cel00470","CELE_F18E3.7"
"cel00470","CELE_F20H11.5"
"cel00470","CELE_F30F8.2"
"cel00470","CELE_T01H8.2"
"cel00470","CELE_Y69A2AR.5"
"cel00480","CELE_B0035.5"
"cel00480","CELE_C02A12.1"
"cel00480","CELE_C02D5.3"
"cel00480","CELE_C02D5.4"
"cel00480","CELE_C03C10.3"
"cel00480","CELE_C11E4.1"
"cel00480","CELE_C11E4.2"
"cel00480","CELE_C29E4.7"
"cel00480","CELE_C34F6.8"
"cel00480","CELE_C44B7.7"
"cel00480","CELE_C46F11.2"
"cel00480","CELE_C53D5.5"
"cel00480","CELE_D2024.7"
"cel00480","CELE_E01A2.1"
"cel00480","CELE_F11G11.1"
"cel00480","CELE_F11G11.2"
"cel00480","CELE_F11G11.3"
"cel00480","CELE_F13A7.10"
"cel00480","CELE_F22F7.7"
"cel00480","CELE_F26E4.12"
"cel00480","CELE_F35E8.8"
"cel00480","CELE_F37B1.1"
"cel00480","CELE_F37B12.2"
"cel00480","CELE_F37F2.3"
"cel00480","CELE_F53F10.2"
"cel00480","CELE_F59B8.2"
"cel00480","CELE_H14N18.4"
"cel00480","CELE_K08F4.11"
"cel00480","CELE_K08F4.6"
"cel00480","CELE_K08F4.7"
"cel00480","CELE_K11C4.4"
"cel00480","CELE_M176.2"
"cel00480","CELE_R03D7.6"
"cel00480","CELE_R03G5.5"
"cel00480","CELE_R05F9.5"
"cel00480","CELE_R05H10.5"
"cel00480","CELE_R07B1.4"
"cel00480","CELE_R107.7"
"cel00480","CELE_R11G1.3"
"cel00480","CELE_R13D7.7"
"cel00480","CELE_T03D8.6"
"cel00480","CELE_T07F10.1"
"cel00480","CELE_T23G5.1"
"cel00480","CELE_T25B9.9"
"cel00480","CELE_T28A11.11"
"cel00480","CELE_W07G4.4"
"cel00480","CELE_W10C8.4"
"cel00480","CELE_Y38C1AA.11"
"cel00480","CELE_Y38F2AR.12"
"cel00480","CELE_Y45G12C.2"
"cel00480","CELE_Y46G5A.19"
"cel00480","CELE_Y48E1B.10"
"cel00480","CELE_Y53F4B.31"
"cel00480","CELE_Y53F4B.33"
"cel00480","CELE_Y57A10A.23"
"cel00480","CELE_Y7A9A.1"
"cel00480","CELE_ZK1320.1"
"cel00480","CELE_ZK546.11"
"cel00500","CELE_C23H3.7"
"cel00500","CELE_C50B6.7"
"cel00500","CELE_C50F7.10"
"cel00500","CELE_D2096.3"
"cel00500","CELE_F14B4.2"
"cel00500","CELE_F56B6.4"
"cel00500","CELE_F57B10.7"
"cel00500","CELE_K08E3.5"
"cel00500","CELE_R05F9.6"
"cel00500","CELE_R06A4.8"
"cel00500","CELE_T04A8.7"
"cel00500","CELE_T05A12.2"
"cel00500","CELE_T22F3.3"
"cel00500","CELE_T25E12.5"
"cel00500","CELE_W05E10.4"
"cel00500","CELE_Y43F4B.5"
"cel00500","CELE_Y46G5A.31"
"cel00500","CELE_Y87G2A.8"
"cel00510","CELE_B0024.13"
"cel00510","CELE_B0361.8"
"cel00510","CELE_B0416.6"
"cel00510","CELE_C03E10.4"
"cel00510","CELE_C08B11.8"
"cel00510","CELE_C08H9.3"
"cel00510","CELE_C10F3.6"
"cel00510","CELE_C14A4.3"
"cel00510","CELE_C52E4.5"
"cel00510","CELE_C55B7.2"
"cel00510","CELE_D2030.1"
"cel00510","CELE_F09E5.2"
"cel00510","CELE_F13H10.4"
"cel00510","CELE_F28D1.11"
"cel00510","CELE_F40F9.6"
"cel00510","CELE_F48E3.1"
"cel00510","CELE_F52D1.1"
"cel00510","CELE_F57B10.10"
"cel00510","CELE_F58H1.1"
"cel00510","CELE_H43I07.3"
"cel00510","CELE_K09E4.2"
"cel00510","CELE_M01A10.3"
"cel00510","CELE_M01F1.1"
"cel00510","CELE_M02B7.4"
"cel00510","CELE_R10D12.12"
"cel00510","CELE_T03G11.4"
"cel00510","CELE_T07A5.5"
"cel00510","CELE_T09A5.11"
"cel00510","CELE_T12A2.2"
"cel00510","CELE_T22D1.4"
"cel00510","CELE_T24D1.4"
"cel00510","CELE_T26A5.4"
"cel00510","CELE_Y56A3A.36"
"cel00510","CELE_Y57E12AM.1"
"cel00510","CELE_Y60A3A.14"
"cel00510","CELE_Y66H1A.2"
"cel00510","CELE_Y73E7A.7"
"cel00510","CELE_ZC410.3"
"cel00510","CELE_ZC513.5"
"cel00510","CELE_ZK686.3"
"cel00511","CELE_C14C11.3"
"cel00511","CELE_C33C12.3"
"cel00511","CELE_C33C12.8"
"cel00511","CELE_C33G3.4"
"cel00511","CELE_F01F1.10"
"cel00511","CELE_F11E6.1"
"cel00511","CELE_F55D10.1"
"cel00511","CELE_R04B3.2"
"cel00511","CELE_R08F11.1"
"cel00511","CELE_T14F9.3"
"cel00511","CELE_T19B10.3"
"cel00511","CELE_W03G11.3"
"cel00511","CELE_Y105E8A.10"
"cel00511","CELE_Y39A1C.4"
"cel00511","CELE_Y4C6B.6"
"cel00511","CELE_Y51F10.5"
"cel00511","CELE_Y70D2A.2"
"cel00512","CELE_C38H2.2"
"cel00512","CELE_C54C8.11"
"cel00512","CELE_H38K22.5"
"cel00512","CELE_T15D6.2"
"cel00512","CELE_Y116F11B.12"
"cel00512","CELE_Y39E4B.12"
"cel00512","CELE_Y45F10D.3"
"cel00512","CELE_Y46H3A.6"
"cel00512","CELE_Y47D3A.23"
"cel00512","CELE_Y75B8A.9"
"cel00512","CELE_ZK688.8"
"cel00513","CELE_B0361.8"
"cel00513","CELE_B0416.6"
"cel00513","CELE_C03E10.4"
"cel00513","CELE_C10F3.6"
"cel00513","CELE_C14A4.3"
"cel00513","CELE_C14C11.3"
"cel00513","CELE_C52E4.5"
"cel00513","CELE_D2030.1"
"cel00513","CELE_F09E5.2"
"cel00513","CELE_F48E3.1"
"cel00513","CELE_F57B10.10"
"cel00513","CELE_F58H1.1"
"cel00513","CELE_K08F8.3"
"cel00513","CELE_K09E4.2"
"cel00513","CELE_K12H6.3"
"cel00513","CELE_M01A10.3"
"cel00513","CELE_M01F1.1"
"cel00513","CELE_M02B7.4"
"cel00513","CELE_M03F8.4"
"cel00513","CELE_R10D12.12"
"cel00513","CELE_T03G11.4"
"cel00513","CELE_T07A5.5"
"cel00513","CELE_T09A5.11"
"cel00513","CELE_T12A2.2"
"cel00513","CELE_T14F9.3"
"cel00513","CELE_T22D1.4"
"cel00513","CELE_T26A5.4"
"cel00513","CELE_Y39A1C.4"
"cel00513","CELE_Y51F10.5"
"cel00513","CELE_Y57E12AM.1"
"cel00513","CELE_Y70D2A.2"
"cel00513","CELE_Y73E7A.7"
"cel00513","CELE_ZC410.3"
"cel00513","CELE_ZC513.5"
"cel00513","CELE_ZK686.3"
"cel00514","CELE_C15C7.7"
"cel00514","CELE_C38H2.2"
"cel00514","CELE_D2045.9"
"cel00514","CELE_H12D21.10"
"cel00514","CELE_H38K22.5"
"cel00514","CELE_K04G7.3"
"cel00514","CELE_K10G9.3"
"cel00514","CELE_Y116F11B.12"
"cel00514","CELE_Y39E4B.12"
"cel00514","CELE_Y45F10D.3"
"cel00514","CELE_Y46H3A.6"
"cel00514","CELE_Y47D3A.23"
"cel00514","CELE_Y73E7A.7"
"cel00514","CELE_Y75B8A.9"
"cel00514","CELE_ZC250.2"
"cel00514","CELE_ZK688.8"
"cel00515","CELE_C18G1.3"
"cel00515","CELE_K08H2.9"
"cel00515","CELE_K09C8.4"
"cel00515","CELE_T07A5.1"
"cel00515","CELE_T07D3.4"
"cel00515","CELE_W02B3.4"
"cel00515","CELE_Y73E7A.7"
"cel00520","CELE_B0024.12"
"cel00520","CELE_C04F6.3"
"cel00520","CELE_C05C8.7"
"cel00520","CELE_C36A4.4"
"cel00520","CELE_C42C1.5"
"cel00520","CELE_C47B2.6"
"cel00520","CELE_D2096.4"
"cel00520","CELE_F07A11.2"
"cel00520","CELE_F14B4.2"
"cel00520","CELE_F21D5.1"
"cel00520","CELE_F22B3.4"
"cel00520","CELE_F29F11.1"
"cel00520","CELE_F48A11.1"
"cel00520","CELE_F52B11.2"
"cel00520","CELE_F59B2.3"
"cel00520","CELE_K03H1.13"
"cel00520","CELE_K08E3.5"
"cel00520","CELE_M01D7.4"
"cel00520","CELE_R05F9.6"
"cel00520","CELE_T03F6.3"
"cel00520","CELE_T14F9.3"
"cel00520","CELE_T23G11.2"
"cel00520","CELE_T25G3.2"
"cel00520","CELE_W06B4.2"
"cel00520","CELE_Y22D7AL.14"
"cel00520","CELE_Y43F4B.5"
"cel00520","CELE_Y47D9A.1"
"cel00520","CELE_Y87G2A.8"
"cel00520","CELE_ZK1058.3"
"cel00520","CELE_ZK632.4"
"cel00531","CELE_K09E4.4"
"cel00531","CELE_T14F9.3"
"cel00531","CELE_T19B10.3"
"cel00531","CELE_T22C8.2"
"cel00531","CELE_Y105E8B.9"
"cel00532","CELE_PAR2.4"
"cel00532","CELE_R10E11.4"
"cel00532","CELE_T24D1.1"
"cel00532","CELE_Y110A2AL.14"
"cel00532","CELE_Y50D4C.4"
"cel00532","CELE_ZK1307.5"
"cel00533","CELE_C10F3.6"
"cel00533","CELE_Y73E7A.7"
"cel00534","CELE_B0285.5"
"cel00534","CELE_C34F6.4"
"cel00534","CELE_F08B4.6"
"cel00534","CELE_F12F6.3"
"cel00534","CELE_F52B10.2"
"cel00534","CELE_K01G5.6"
"cel00534","CELE_R10E11.4"
"cel00534","CELE_Y110A2AL.14"
"cel00534","CELE_Y50D4C.4"
"cel00534","CELE_ZK1307.5"
"cel00541","CELE_C01F1.3"
"cel00541","CELE_C14F11.6"
"cel00541","CELE_C36A4.4"
"cel00541","CELE_C42C1.5"
"cel00541","CELE_C53B4.7"
"cel00541","CELE_F29F11.1"
"cel00541","CELE_F56H6.5"
"cel00541","CELE_K08E3.5"
"cel00541","CELE_R01H2.5"
"cel00541","CELE_T05H4.4"
"cel00541","CELE_T05H4.5"
"cel00541","CELE_Y47D9A.1"
"cel00541","CELE_Y52B11A.3"
"cel00561","CELE_C08F8.4"
"cel00561","CELE_C09E10.2"
"cel00561","CELE_C13B9.2"
"cel00561","CELE_C54G7.2"
"cel00561","CELE_F01F1.6"
"cel00561","CELE_F08F3.2"
"cel00561","CELE_F13E6.5"
"cel00561","CELE_F28B3.9"
"cel00561","CELE_F37A4.1"
"cel00561","CELE_F42A9.1"
"cel00561","CELE_F42G9.5"
"cel00561","CELE_F46H6.2"
"cel00561","CELE_F49H12.6"
"cel00561","CELE_F52C9.3"
"cel00561","CELE_F53C3.13"
"cel00561","CELE_F54D8.3"
"cel00561","CELE_F54G8.2"
"cel00561","CELE_F55A11.5"
"cel00561","CELE_F59F4.4"
"cel00561","CELE_H19N07.4"
"cel00561","CELE_H37A05.1"
"cel00561","CELE_K04F1.15"
"cel00561","CELE_K06A1.6"
"cel00561","CELE_K07B1.4"
"cel00561","CELE_R07E3.5"
"cel00561","CELE_R11F4.1"
"cel00561","CELE_T05H4.1"
"cel00561","CELE_T05H4.13"
"cel00561","CELE_T06E8.1"
"cel00561","CELE_T08B1.3"
"cel00561","CELE_T28D9.3"
"cel00561","CELE_W01A11.2"
"cel00561","CELE_W02H5.8"
"cel00561","CELE_Y39G8B.1"
"cel00561","CELE_Y69F12A.2"
"cel00561","CELE_ZK40.1"
"cel00562","CELE_B0025.1"
"cel00562","CELE_B0334.8"
"cel00562","CELE_B0348.4"
"cel00562","CELE_C09B8.1"
"cel00562","CELE_C16C2.3"
"cel00562","CELE_C34B7.2"
"cel00562","CELE_C46H11.4"
"cel00562","CELE_C54E4.5"
"cel00562","CELE_C56A3.8"
"cel00562","CELE_F13D12.4"
"cel00562","CELE_F13G3.5"
"cel00562","CELE_F30A10.3"
"cel00562","CELE_F30A10.6"
"cel00562","CELE_F31B12.1"
"cel00562","CELE_F35H12.4"
"cel00562","CELE_F39B1.1"
"cel00562","CELE_F46F11.1"
"cel00562","CELE_F53A2.8"
"cel00562","CELE_F55A12.3"
"cel00562","CELE_JC8.10"
"cel00562","CELE_R05G6.8"
"cel00562","CELE_T01E8.3"
"cel00562","CELE_T07A9.6"
"cel00562","CELE_T24A11.1"
"cel00562","CELE_T25B9.10"
"cel00562","CELE_VF11C1L.1"
"cel00562","CELE_VF13D12L.1"
"cel00562","CELE_W09C5.7"
"cel00562","CELE_Y110A7A.5"
"cel00562","CELE_Y17G7B.7"
"cel00562","CELE_Y46G5A.5"
"cel00562","CELE_Y48G9A.8"
"cel00562","CELE_Y75B8A.24"
"cel00562","CELE_ZC8.6"
"cel00562","CELE_ZK795.1"
"cel00563","CELE_B0491.1"
"cel00563","CELE_B0511.13"
"cel00563","CELE_C27A12.9"
"cel00563","CELE_D2085.6"
"cel00563","CELE_F01G4.5"
"cel00563","CELE_F17C11.7"
"cel00563","CELE_F28C6.4"
"cel00563","CELE_F33D11.9"
"cel00563","CELE_R01B10.4"
"cel00563","CELE_T04A8.12"
"cel00563","CELE_T05E11.6"
"cel00563","CELE_T09B4.1"
"cel00563","CELE_T14G10.7"
"cel00563","CELE_T20D3.8"
"cel00563","CELE_T22C1.3"
"cel00563","CELE_T27F7.4"
"cel00563","CELE_Y110A2AL.12"
"cel00563","CELE_Y52B11C.1"
"cel00563","CELE_Y54E10BR.1"
"cel00563","CELE_ZK185.4"
"cel00564","CELE_B0285.10"
"cel00564","CELE_B0285.8"
"cel00564","CELE_B0285.9"
"cel00564","CELE_B0361.5"
"cel00564","CELE_C03H5.4"
"cel00564","CELE_C04G6.3"
"cel00564","CELE_C07E3.9"
"cel00564","CELE_C08F8.4"
"cel00564","CELE_C09E10.2"
"cel00564","CELE_C33H5.18"
"cel00564","CELE_C39D10.3"
"cel00564","CELE_C52B9.1"
"cel00564","CELE_C54G7.2"
"cel00564","CELE_CHA-1"
"cel00564","CELE_F08C6.2"
"cel00564","CELE_F08F3.2"
"cel00564","CELE_F09G2.8"
"cel00564","CELE_F13E6.5"
"cel00564","CELE_F14F3.3"
"cel00564","CELE_F23H11.9"
"cel00564","CELE_F28B3.9"
"cel00564","CELE_F42A9.1"
"cel00564","CELE_F46H6.2"
"cel00564","CELE_F47A4.5"
"cel00564","CELE_F47G4.3"
"cel00564","CELE_F49H12.6"
"cel00564","CELE_F53B1.2"
"cel00564","CELE_F53C3.13"
"cel00564","CELE_F53H8.4"
"cel00564","CELE_F54D11.1"
"cel00564","CELE_F54D7.2"
"cel00564","CELE_F54G8.2"
"cel00564","CELE_F55A11.5"
"cel00564","CELE_F59F4.4"
"cel00564","CELE_H21P03.3"
"cel00564","CELE_H37A05.1"
"cel00564","CELE_K04G2.5"
"cel00564","CELE_K06A1.6"
"cel00564","CELE_K07B1.5"
"cel00564","CELE_K10B3.6"
"cel00564","CELE_K11H3.1"
"cel00564","CELE_M05B5.4"
"cel00564","CELE_R07E3.5"
"cel00564","CELE_R155.1"
"cel00564","CELE_T01B11.2"
"cel00564","CELE_T05C3.6"
"cel00564","CELE_T05H10.7"
"cel00564","CELE_T05H4.1"
"cel00564","CELE_T06E8.1"
"cel00564","CELE_T25G3.4"
"cel00564","CELE_T27A10.3"
"cel00564","CELE_T27E9.5"
"cel00564","CELE_T28D9.3"
"cel00564","CELE_W09B12.1"
"cel00564","CELE_Y22D7AL.8"
"cel00564","CELE_Y37E3.11"
"cel00564","CELE_Y44E3A.2"
"cel00564","CELE_Y46G5A.21"
"cel00564","CELE_Y46G5A.5"
"cel00564","CELE_Y48B6A.7"
"cel00564","CELE_Y48G1C.4"
"cel00564","CELE_ZC506.3"
"cel00564","CELE_ZK370.4"
"cel00564","CELE_ZK40.1"
"cel00564","CELE_ZK622.3"
"cel00564","CELE_ZK809.2"
"cel00565","CELE_C03H5.4"
"cel00565","CELE_C04G6.3"
"cel00565","CELE_C07E3.9"
"cel00565","CELE_C52B9.7"
"cel00565","CELE_F09G2.8"
"cel00565","CELE_F13E6.5"
"cel00565","CELE_F47A4.5"
"cel00565","CELE_F53C3.13"
"cel00565","CELE_F54D7.2"
"cel00565","CELE_T03F6.5"
"cel00565","CELE_T03G6.3"
"cel00565","CELE_T05C3.6"
"cel00565","CELE_T28D9.3"
"cel00565","CELE_W03G9.6"
"cel00565","CELE_Y50D7A.7"
"cel00565","CELE_Y53C10A.5"
"cel00590","CELE_C02A12.1"
"cel00590","CELE_C03H5.4"
"cel00590","CELE_C07E3.9"
"cel00590","CELE_C42C1.11"
"cel00590","CELE_C53D5.5"
"cel00590","CELE_F47A4.5"
"cel00590","CELE_H14N18.4"
"cel00590","CELE_M106.3"
"cel00590","CELE_R11A8.5"
"cel00590","CELE_R11G1.3"
"cel00590","CELE_T03D8.6"
"cel00590","CELE_ZC395.10"
"cel00590","CELE_ZC416.6"
"cel00590","CELE_ZK546.11"
"cel00592","CELE_C03H5.4"
"cel00592","CELE_C07E3.9"
"cel00592","CELE_C48B4.1"
"cel00592","CELE_F08A8.1"
"cel00592","CELE_F08A8.2"
"cel00592","CELE_F08A8.3"
"cel00592","CELE_F08A8.4"
"cel00592","CELE_F47A4.5"
"cel00592","CELE_F58F9.7"
"cel00592","CELE_F59F4.1"
"cel00600","CELE_B0222.4"
"cel00600","CELE_B0252.2"
"cel00600","CELE_C09G4.1"
"cel00600","CELE_C23H3.4"
"cel00600","CELE_C28C12.7"
"cel00600","CELE_C29E4.10"
"cel00600","CELE_C33C12.3"
"cel00600","CELE_C33C12.8"
"cel00600","CELE_C34C6.5"
"cel00600","CELE_F11E6.1"
"cel00600","CELE_F13E6.5"
"cel00600","CELE_F20B4.6"
"cel00600","CELE_F27E5.1"
"cel00600","CELE_F33D4.4"
"cel00600","CELE_F43H9.2"
"cel00600","CELE_F53B1.2"
"cel00600","CELE_F53C3.13"
"cel00600","CELE_F53H8.4"
"cel00600","CELE_F59G1.1"
"cel00600","CELE_H21P03.3"
"cel00600","CELE_K02G10.6"
"cel00600","CELE_K11D2.2"
"cel00600","CELE_R05D11.9"
"cel00600","CELE_R08F11.1"
"cel00600","CELE_T06C12.10"
"cel00600","CELE_T10B11.2"
"cel00600","CELE_T14F9.3"
"cel00600","CELE_T19B10.3"
"cel00600","CELE_T22G5.5"
"cel00600","CELE_T27F6.6"
"cel00600","CELE_T28D9.3"
"cel00600","CELE_W02F12.2"
"cel00600","CELE_W03G1.7"
"cel00600","CELE_Y105E8A.10"
"cel00600","CELE_Y22D7AL.8"
"cel00600","CELE_Y37E11AM.3"
"cel00600","CELE_Y4C6B.6"
"cel00600","CELE_Y54E5A.1"
"cel00600","CELE_Y66H1B.4"
"cel00600","CELE_Y6B3B.10"
"cel00600","CELE_ZK455.4"
"cel00601","CELE_Y73E7A.7"
"cel00603","CELE_R07B7.11"
"cel00603","CELE_T14F9.3"
"cel00604","CELE_T14F9.3"
"cel00604","CELE_T19B10.3"
"cel00604","CELE_T26C5.3"
"cel00620","CELE_C04C3.3"
"cel00620","CELE_C05E4.9"
"cel00620","CELE_C30H6.7"
"cel00620","CELE_C36A4.9"
"cel00620","CELE_D2023.2"
"cel00620","CELE_D2063.1"
"cel00620","CELE_F01F1.6"
"cel00620","CELE_F13D12.2"
"cel00620","CELE_F20H11.3"
"cel00620","CELE_F23B12.5"
"cel00620","CELE_F25H5.3"
"cel00620","CELE_F32D8.12"
"cel00620","CELE_F42G9.5"
"cel00620","CELE_F46E10.10"
"cel00620","CELE_F54D8.3"
"cel00620","CELE_H14A12.2"
"cel00620","CELE_H24K24.3"
"cel00620","CELE_K04F1.15"
"cel00620","CELE_K12G11.3"
"cel00620","CELE_K12G11.4"
"cel00620","CELE_LLC1.3"
"cel00620","CELE_R11A5.4"
"cel00620","CELE_T02G5.7"
"cel00620","CELE_T02G5.8"
"cel00620","CELE_T05H10.6"
"cel00620","CELE_T05H4.13"
"cel00620","CELE_T08B1.3"
"cel00620","CELE_W05G11.6"
"cel00620","CELE_W09B6.1"
"cel00620","CELE_Y17G7B.3"
"cel00620","CELE_Y48B6A.12"
"cel00620","CELE_Y69F12A.2"
"cel00620","CELE_ZK593.1"
"cel00630","CELE_C05D11.11"
"cel00630","CELE_C05D11.5"
"cel00630","CELE_C05E4.9"
"cel00630","CELE_C13B9.2"
"cel00630","CELE_C28D4.3"
"cel00630","CELE_C36A4.9"
"cel00630","CELE_C45B2.5"
"cel00630","CELE_C45E5.1"
"cel00630","CELE_C53A3.2"
"cel00630","CELE_D1025.2"
"cel00630","CELE_D2024.2"
"cel00630","CELE_D2030.5"
"cel00630","CELE_F20H11.3"
"cel00630","CELE_F25B4.1"
"cel00630","CELE_F26D10.10"
"cel00630","CELE_F27D9.5"
"cel00630","CELE_F41E6.5"
"cel00630","CELE_F44E7.2"
"cel00630","CELE_F46E10.10"
"cel00630","CELE_F52A8.5"
"cel00630","CELE_F52E4.1"
"cel00630","CELE_F54H12.1"
"cel00630","CELE_K03H1.1"
"cel00630","CELE_K09H11.7"
"cel00630","CELE_LLC1.3"
"cel00630","CELE_R12C12.1"
"cel00630","CELE_T02G5.7"
"cel00630","CELE_T02G5.8"
"cel00630","CELE_T09B4.8"
"cel00630","CELE_T14D7.1"
"cel00630","CELE_T20G5.2"
"cel00630","CELE_Y105C5B.28"
"cel00630","CELE_Y54G11A.13"
"cel00630","CELE_Y54G11A.5"
"cel00630","CELE_Y54G11A.6"
"cel00630","CELE_ZK1058.1"
"cel00630","CELE_ZK455.1"
"cel00640","CELE_C05E4.9"
"cel00640","CELE_C05G5.4"
"cel00640","CELE_C29F3.1"
"cel00640","CELE_C32E8.9"
"cel00640","CELE_C36A4.9"
"cel00640","CELE_C48B4.1"
"cel00640","CELE_C50F7.4"
"cel00640","CELE_D2030.5"
"cel00640","CELE_F08A8.1"
"cel00640","CELE_F08A8.2"
"cel00640","CELE_F08A8.3"
"cel00640","CELE_F08A8.4"
"cel00640","CELE_F09F7.4"
"cel00640","CELE_F13D12.2"
"cel00640","CELE_F13D12.4"
"cel00640","CELE_F23H11.3"
"cel00640","CELE_F27D4.5"
"cel00640","CELE_F27D9.5"
"cel00640","CELE_F35G12.1"
"cel00640","CELE_F47B10.1"
"cel00640","CELE_F52E4.1"
"cel00640","CELE_F58F9.7"
"cel00640","CELE_F59F4.1"
"cel00640","CELE_K04D7.3"
"cel00640","CELE_LLC1.3"
"cel00640","CELE_T05G5.6"
"cel00640","CELE_T08B2.7"
"cel00640","CELE_W09B6.1"
"cel00640","CELE_Y105E8A.4"
"cel00640","CELE_Y39E4A.3"
"cel00640","CELE_ZK1058.1"
"cel00640","CELE_ZK669.4"
"cel00650","CELE_B0272.3"
"cel00650","CELE_C05C10.3"
"cel00650","CELE_C29F3.1"
"cel00650","CELE_F01G10.2"
"cel00650","CELE_F01G10.3"
"cel00650","CELE_F25B4.6"
"cel00650","CELE_F45H10.1"
"cel00650","CELE_F54C8.1"
"cel00650","CELE_K03A1.5"
"cel00650","CELE_K04D7.3"
"cel00650","CELE_R09B5.6"
"cel00650","CELE_T02G5.7"
"cel00650","CELE_T02G5.8"
