"UniprotID.TF","Name.TF","total_targets","deg_targets","prop_deg","contrast","index"
"P56407","ceh-9",6,0,0,"RB2060_TR_vs_N2",0
"Q09477","dpff-1",1,0,0,"RB2060_TR_vs_N2",0
"Q09555","daf-19",16,0,0,"RB2060_TR_vs_N2",0
"Q10007","hlh-6",14,0,0,"RB2060_TR_vs_N2",0
"Q10924","fkh-6",18,0,0,"RB2060_TR_vs_N2",0
"Q10938","-",3,0,0,"RB2060_TR_vs_N2",0
"Q17561","aly-1",7,0,0,"RB2060_TR_vs_N2",0
"Q18277","hlh-12",2,0,0,"RB2060_TR_vs_N2",0
"Q18419","-",8,0,0,"RB2060_TR_vs_N2",0
"Q18508","mel-28",6,0,0,"RB2060_TR_vs_N2",0
"Q18512","-",7,0,0,"RB2060_TR_vs_N2",0
"Q18533","mls-2",7,0,0,"RB2060_TR_vs_N2",0
"Q18590","hlh-15",7,0,0,"RB2060_TR_vs_N2",0
"Q18612","hnd-1",17,0,0,"RB2060_TR_vs_N2",0
"Q19306","-",1,0,0,"RB2060_TR_vs_N2",0
"Q19787","bed-3",6,0,0,"RB2060_TR_vs_N2",0
"Q20561","hlh-13",16,0,0,"RB2060_TR_vs_N2",0
"Q20709","tra-4",3,0,0,"RB2060_TR_vs_N2",0
"Q21192","lim-6",35,0,0,"RB2060_TR_vs_N2",0
"Q21361","atf-2",1,0,0,"RB2060_TR_vs_N2",0
"Q21494","-",22,0,0,"RB2060_TR_vs_N2",0
"Q21578","pha-2",4,0,0,"RB2060_TR_vs_N2",0
"Q21836","alr-1",11,0,0,"RB2060_TR_vs_N2",0
"Q22289","tbx-9",2,0,0,"RB2060_TR_vs_N2",0
"Q22292","tbx-8",10,0,0,"RB2060_TR_vs_N2",0
"Q22696","-",5,0,0,"RB2060_TR_vs_N2",0
"Q22798","-",4,0,0,"RB2060_TR_vs_N2",0
"Q22829","pat-9",6,0,0,"RB2060_TR_vs_N2",0
"Q23096","tofu-5",28,0,0,"RB2060_TR_vs_N2",0
"Q27511","htz-1",2,0,0,"RB2060_TR_vs_N2",0
"Q8T3B9","sem-2",4,0,0,"RB2060_TR_vs_N2",0
"Q93352","ceh-36",35,0,0,"RB2060_TR_vs_N2",0
"Q94126","ces-2",1,0,0,"RB2060_TR_vs_N2",0
"Q95QI7","daf-3",1,0,0,"RB2060_TR_vs_N2",0
"Q965P0","-",15,0,0,"RB2060_TR_vs_N2",0
"Q966L3","akir-1",11,0,0,"RB2060_TR_vs_N2",0
"Q966L8","che-1",6,0,0,"RB2060_TR_vs_N2",0
"Q9BIB8","imb-1",10,0,0,"RB2060_TR_vs_N2",0
"Q9NH52","mes-4",1,0,0,"RB2060_TR_vs_N2",0
"Q9U2V2","-",17,0,0,"RB2060_TR_vs_N2",0
"Q9XTB5","lem-2",7,0,0,"RB2060_TR_vs_N2",0
"Q9XVS4","dao-5",8,0,0,"RB2060_TR_vs_N2",0
